pl_name,hostname,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,sy_dist
Kepler-1471 c,Kepler-1471,0.0981,1.88,4.19,3.47,0.0,118.5,841.0,978.678
Kepler-1472 b,Kepler-1472,0.2322,1.9,4.27,3.42,0.0,57.079,613.0,1479.14
Kepler-1473 b,Kepler-1473,0.11606,1.19,1.81,5.9,0.0,111.011,783.0,652.253
Kepler-1474 b,Kepler-1474,0.2108,2.16,5.31,2.9,0.0,21.392,561.0,1180.9
Kepler-1475 b,Kepler-1475,0.373,2.92,8.85,1.95,0.0,13.76,441.0,1568.38
Kepler-1476 b,Kepler-1476,0.0932,1.67,3.43,4.05,0.0,75.641,860.0,1002.74
Kepler-1477 b,Kepler-1477,0.0911,1.18,1.76,5.89,0.0,78.163,674.0,680.828
Kepler-1478 b,Kepler-1478,0.1681,1.73,3.64,3.86,0.0,85.282,598.0,1845.58
Kepler-1479 b,Kepler-1479,0.11341,1.83,4.01,3.6,0.0,98.574,746.0,728.668
Kepler-148 b,Kepler-148,0.028,1.8,3.89,3.67,0.0,609.017,1284.0,791.163
Kepler-148 c,Kepler-148,0.05,3.6,12.6,1.48,0.0,187.197,957.0,791.163
Kepler-148 d,Kepler-148,0.2607,8.68,56.3,0.473,0.0,6.532,413.0,791.163
Kepler-1480 b,Kepler-1480,0.1525,1.67,3.43,4.05,0.0,16.317,721.0,500.892
Kepler-1481 b,Kepler-1481,0.059,1.23,2.04,6.02,0.0,71.94,797.0,459.076
Kepler-1482 b,Kepler-1482,0.09968,1.01,1.01,5.39,0.0,86.499,678.0,567.556
Kepler-1483 b,Kepler-1483,0.0958,1.52,2.92,4.57,0.0,265.018,1131.0,1273.78
Kepler-1484 b,Kepler-1484,0.1939,2.11,5.1,2.98,0.0,35.92,624.0,2879.83
Kepler-1485 b,Kepler-1485,0.14732,1.47,2.76,4.77,0.0,85.176,728.0,615.66
Kepler-1486 b,Kepler-1486,0.2846,2.32,5.99,2.64,0.0,22.372,538.0,1769.14
Kepler-1487 b,Kepler-1487,0.0898,2.13,5.18,2.95,0.0,323.294,1682.0,1014.62
Kepler-1487 c,Kepler-1487,0.2588,7.97,48.7,0.529,0.0,227.68,991.0,1014.62
Kepler-1488 b,Kepler-1488,0.24153,1.86,4.12,3.52,0.0,73.335,650.0,905.825
Kepler-1488 c,Kepler-1488,0.06959,1.65156749,3.37,4.11,0.0,760.6,1212.0,905.825
Kepler-1489 b,Kepler-1489,0.3679,1.77,3.78,3.75,0.0,11.893,400.0,1283.05
Kepler-149 b,Kepler-149,0.184,4.21,16.5,1.22,0.0,23.64,540.0,571.034
Kepler-149 c,Kepler-149,0.281,1.61,3.22,4.24,0.0,10.084,436.0,571.034
Kepler-149 d,Kepler-149,0.571,3.96,14.9,1.32,0.0,2.446,306.0,571.034
Kepler-1490 b,Kepler-1490,0.3729,3.04,9.48,1.85,0.0,3.788,348.0,862.92
Kepler-1491 b,Kepler-1491,0.127,1.51,2.89,4.61,0.0,138.108,821.0,2065.59
Kepler-1491 c,Kepler-1491,0.3045,2.44,6.53,2.47,0.0,18.66,530.0,2065.59
Kepler-1492 b,Kepler-1492,0.1262,1.49,2.83,4.7,0.0,11.523,801.0,331.553
Kepler-1493 b,Kepler-1493,0.1197,1.41,2.57,5.04,0.0,137.91,874.0,555.051
Kepler-1494 b,Kepler-1494,0.3982,3.07,9.64,1.83,0.0,9.113,415.0,1285.48
Kepler-1495 b,Kepler-1495,0.3677,2.94,8.96,1.94,0.0,9.1,443.0,1355.54
Kepler-1496 b,Kepler-1496,0.3211,2.22,5.56,2.79,0.0,18.383,535.0,1307.66
Kepler-1497 b,Kepler-1497,0.0817,1.66,3.39,4.07,0.0,172.38,924.0,1122.0
Kepler-1498 b,Kepler-1498,0.2528,1.33,2.33,5.44,0.0,9.86,564.0,740.0
Kepler-1499 b,Kepler-1499,0.23225,1.19,1.81,5.9,0.0,7.371,409.0,309.869
Kepler-15 b,Kepler-15,0.05714,10.76,209.76,0.93,0.06,430.677,1251.0,739.412
Kepler-150 b,Kepler-150,0.044,1.25,2.1,5.91,0.0,367.262,1131.0,891.092
Kepler-150 c,Kepler-150,0.073,3.69,13.2,1.44,0.0,132.091,876.0,891.092
Kepler-150 d,Kepler-150,0.104,2.79,8.2,2.07,0.0,65.142,734.0,891.092
Kepler-150 e,Kepler-150,0.189,3.12,9.91,1.79,0.0,19.671,544.0,891.092
Kepler-1500 b,Kepler-1500,0.1236,1.2,1.87,5.95,0.0,131.818,928.0,1217.82
Kepler-1501 b,Kepler-1501,0.11592,1.56,3.05,4.41,0.0,100.001,787.0,749.06
Kepler-1502 b,Kepler-1502,0.2482,3.18,10.2,1.74,0.0,77.324,608.0,1514.02
Kepler-1503 b,Kepler-1503,0.3771,2.27,5.77,2.71,0.0,5.636,321.0,1225.57
Kepler-1504 b,Kepler-1504,0.3704,2.13,5.18,2.95,0.0,25.17,485.0,2435.94
Kepler-1505 b,Kepler-1505,0.18298,0.93,0.749,5.12,0.0,36.121,525.0,495.148
Kepler-1506 b,Kepler-1506,0.1168,1.32,2.3,5.5,0.0,235.807,783.0,2366.02
Kepler-1507 b,Kepler-1507,0.11946,0.84,0.52,4.82,0.0,30.476,630.0,320.478
Kepler-1508 b,Kepler-1508,0.1629,1.33,2.33,5.44,0.0,116.145,967.0,1260.28
Kepler-1509 b,Kepler-1509,0.1707,1.85,4.08,3.54,0.0,83.081,667.0,2002.96
Kepler-151 b,Kepler-151,0.116,3.06,9.59,1.84,0.0,40.728,639.0,649.919
Kepler-151 c,Kepler-151,0.16,2.09,5.02,3.02,0.0,21.407,544.0,649.919
Kepler-1510 b,Kepler-1510,0.4089,3.36,11.2,1.62,0.0,14.036,537.0,1696.25
Kepler-1511 b,Kepler-1511,0.1753,1.68,3.46,4.01,0.0,228.219,903.0,1475.6
Kepler-1512 b,Kepler-1512,0.13693,1.18,1.76,5.89,0.0,1.6,322.0,162.0
Kepler-1513 b,Kepler-1513,0.56971,8.594,48.30991786,1.304,0.306,2.23,346.0,349.247
Kepler-1514 c,Kepler-1514,0.0997,1.1758241,1.74,5.88,0.32,193.0,1066.0,397.292
Kepler-1515 b,Kepler-1515,0.75235,9.55,66.2,0.418,0.0,6.017,380.0,539.321
Kepler-1516 b,Kepler-1516,0.0718,1.75,3.71,3.8,0.0,615.253,967.0,1358.95
Kepler-1517 b,Kepler-1517,0.078,9.76,68.7,0.406,0.0,1526.983,2336.0,847.299
Kepler-1518 b,Kepler-1518,0.0593,3.05,9.53,1.85,0.0,1079.458,1351.0,903.51
Kepler-1518 c,Kepler-1518,0.0905,2.9,8.75,1.97,0.0,338.33,1094.0,903.51
Kepler-1519 b,Kepler-1519,0.7655,7.06,39.6,0.618,0.0,3.944,342.0,1441.63
Kepler-152 b,Kepler-152,0.124,2.79,8.2,2.07,0.0,21.084,551.0,441.09
Kepler-152 c,Kepler-152,0.356,2.39,6.3,2.54,0.0,2.57,326.0,441.09
Kepler-1520 b,Kepler-1520,0.0129,5.77,28.1,0.804,0.0,1134.386,1437.0,607.917
Kepler-1521 b,Kepler-1521,0.23476,2.5,6.8,2.39,0.0,5.122,391.0,206.983
Kepler-1522 b,Kepler-1522,0.0288,1.73,3.64,3.86,0.0,1513.457,1374.0,814.125
Kepler-1523 b,Kepler-1523,0.01867,1.58,3.12,4.35,0.0,2218.145,1676.0,865.596
Kepler-1524 b,Kepler-1524,0.3392,3.54,12.3,1.52,0.0,8.443,438.0,381.773
Kepler-1525 b,Kepler-1525,0.03557,0.91,0.693,5.05,0.0,715.106,1343.0,382.989
Kepler-1526 b,Kepler-1526,0.0418,2.43,6.48,2.48,0.0,99.097,787.0,555.574
Kepler-1527 b,Kepler-1527,0.6276,4.77,20.4,1.03,0.0,7.813,450.0,1842.13
Kepler-1528 b,Kepler-1528,0.0296,1.46,2.73,4.82,0.0,1106.851,1549.0,817.534
Kepler-1529 b,Kepler-1529,0.0525,2.1,5.06,3.0,0.0,115.765,817.0,661.014
Kepler-153 b,Kepler-153,0.129,2.92,8.85,1.95,0.0,21.609,621.0,459.368
Kepler-153 c,Kepler-153,0.237,2.53,6.94,2.35,0.0,6.422,458.0,459.368
Kepler-1530 b,Kepler-1530,0.03553,1.64,3.33,4.15,0.0,353.561,1484.0,489.876
Kepler-1530 c,Kepler-1530,0.05744,1.65,3.36,4.11,0.0,135.179,1167.0,489.876
Kepler-1530 d,Kepler-1530,0.08276,3.27870115,10.8,1.68,0.0,69.2,972.0,489.876
Kepler-1532 b,Kepler-1532,0.0206,1.35,2.39,5.34,0.0,1705.762,1681.0,798.246
Kepler-1533 b,Kepler-1533,0.93416,3.46,11.8,1.57,0.0,4.786,330.0,966.801
Kepler-1534 b,Kepler-1534,0.0599,1.89,4.23,3.44,0.0,196.51,955.0,1107.0
Kepler-1535 b,Kepler-1535,0.5329,2.55,7.04,2.33,0.0,5.384,384.0,897.733
Kepler-1536 b,Kepler-1536,0.8507,3.14,10.0,1.77,0.0,0.193,166.0,387.248
Kepler-1537 b,Kepler-1537,0.0245,1.18,1.76,5.89,0.0,713.168,1800.0,517.292
Kepler-1538 b,Kepler-1538,0.6095,2.82,8.35,2.05,0.0,1.989,346.0,1125.3
Kepler-1539 b,Kepler-1539,0.4765,2.7,7.75,2.16,0.0,1.572,301.0,748.326
Kepler-154 b,Kepler-154,0.198,2.26,5.73,2.73,0.0,28.11,561.0,915.212
Kepler-154 c,Kepler-154,0.303,2.95,9.01,1.93,0.0,12.071,454.0,915.212
Kepler-154 d,Kepler-154,0.14354,3.84,14.1,1.37,0.0,53.002,657.0,915.212
Kepler-154 e,Kepler-154,0.04766,1.5,2.86,4.66,0.0,480.405,1140.0,915.212
Kepler-154 f,Kepler-154,0.08832,1.5,2.86,4.66,0.0,139.884,838.0,915.212
Kepler-1540 b,Kepler-1540,0.4426,2.49,6.76,2.41,0.0,0.849,266.0,244.96
Kepler-1541 b,Kepler-1541,0.07555,1.16,1.65,5.81,0.0,75.56,1048.0,416.692
Kepler-1542 b,Kepler-1542,0.04765,0.76,0.363,4.54,0.0,518.437,1160.0,399.114
Kepler-1542 c,Kepler-1542,0.0387,0.65,0.208,4.16,0.0,786.082,1287.0,399.114
Kepler-1542 d,Kepler-1542,0.0629,0.87,0.59,4.92,0.0,297.806,1010.0,399.114
Kepler-1542 e,Kepler-1542,0.05649,0.76,0.363,4.54,0.0,369.999,1065.0,399.114
Kepler-1543 b,Kepler-1543,0.0867,2.71,7.8,2.15,0.0,375.651,1774.0,921.784
Kepler-1544 b,Kepler-1544,0.54465,1.78,3.82,3.72,0.0,0.833,269.0,335.09
Kepler-1545 b,Kepler-1545,0.5442,2.7,7.75,2.16,0.0,1.408,274.0,729.964
Kepler-1546 b,Kepler-1546,0.1366,3.13,9.96,1.78,0.0,36.302,671.0,931.956
Kepler-1548 b,Kepler-1548,0.4679,2.64,7.46,2.23,0.0,1.933,350.0,872.279
Kepler-1549 b,Kepler-1549,0.6687,2.57,7.13,2.31,0.0,1.184,286.0,803.052
Kepler-155 b,Kepler-155,0.056,2.09,5.02,3.02,0.0,23.5,614.0,293.499
Kepler-155 c,Kepler-155,0.242,2.24,5.65,2.76,0.0,1.28,286.0,293.499
Kepler-1550 b,Kepler-1550,0.7681,3.02,9.38,1.87,0.0,2.305,348.0,1179.01
Kepler-1551 b,Kepler-1551,0.1772,2.66,7.56,2.21,0.0,60.421,722.0,1463.72
Kepler-1552 b,Kepler-1552,0.6011,2.47,6.66,2.43,0.0,1.854,268.0,769.096
Kepler-1553 b,Kepler-1553,0.0481,1.15,1.6,5.78,0.0,166.106,926.0,692.594
Kepler-1554 b,Kepler-1554,0.59527,2.9,8.75,1.97,0.0,1.014,288.0,946.847
Kepler-1555 b,Kepler-1555,0.0805,1.61,3.22,4.24,0.0,483.262,959.0,2013.27
Kepler-1556 b,Kepler-1556,0.0829,1.96,4.5,3.28,0.0,92.138,797.0,944.54
Kepler-1557 b,Kepler-1557,0.049,1.53,2.96,4.54,0.0,645.543,1287.0,1380.16
Kepler-1558 b,Kepler-1558,0.04278,0.68,0.244,4.26,0.0,189.886,1019.0,325.737
Kepler-1559 b,Kepler-1559,0.01835,0.72,0.299,4.4,0.0,1620.063,1609.0,614.827
Kepler-156 b,Kepler-156,0.054,2.3,5.9,2.66,0.0,135.077,867.0,443.483
Kepler-156 c,Kepler-156,0.117,2.55,7.04,2.33,0.0,28.642,588.0,443.483
Kepler-1560 b,Kepler-1560,0.04175,0.89,0.64,4.99,0.0,593.919,1269.0,502.497
Kepler-1561 b,Kepler-1561,0.0194,1.09,1.32,5.6,0.0,2364.807,1682.0,839.076
Kepler-1562 b,Kepler-1562,0.3308,3.55,12.3,1.51,0.0,31.768,554.0,2060.72
Kepler-1563 b,Kepler-1563,0.0442,0.75,0.347,4.52,0.0,390.57,1134.0,616.697
Kepler-1564 b,Kepler-1564,0.1327,1.47,2.76,4.77,0.0,41.514,635.0,908.805
Kepler-1565 b,Kepler-1565,0.0241,1.19,1.81,5.9,0.0,510.566,1234.0,629.93
Kepler-1566 b,Kepler-1566,0.01198,0.79,0.418,4.66,0.0,2340.984,1871.0,466.586
Kepler-1567 b,Kepler-1567,0.552,2.73,7.9,2.13,0.0,2.723,330.0,1206.11
Kepler-1568 b,Kepler-1568,0.15157,1.3,2.24,5.6,0.0,72.568,729.0,916.313
Kepler-1569 b,Kepler-1569,0.06669,1.68,3.46,4.01,0.0,495.652,1222.0,945.454
Kepler-157 b,Kepler-157,0.028,1.32,2.3,5.5,0.0,1572.309,1546.0,773.713
Kepler-157 c,Kepler-157,0.11,2.24,5.65,2.76,0.0,101.754,779.0,773.713
Kepler-157 d,Kepler-157,0.0706,1.46,2.73,4.82,0.0,244.058,969.0,773.713
Kepler-1570 b,Kepler-1570,0.16699,1.07,1.24,5.56,0.0,76.457,836.0,918.995
Kepler-1571 b,Kepler-1571,0.04287,1.52,2.92,4.57,0.0,757.132,1476.0,675.303
Kepler-1572 b,Kepler-1572,0.05838,0.94,0.779,5.15,0.0,583.523,1293.0,946.602
Kepler-1573 b,Kepler-1573,0.0364,1.2,1.87,5.95,0.0,1343.114,1379.0,1455.36
Kepler-1574 b,Kepler-1574,0.0743,1.29,2.21,5.66,0.0,289.778,1003.0,1384.16
Kepler-1575 b,Kepler-1575,0.0366,1.31,2.27,5.55,0.0,803.679,1312.0,1246.92
Kepler-1576 b,Kepler-1576,0.07211,1.04,1.12,5.47,0.0,156.608,1059.0,460.91
Kepler-1577 b,Kepler-1577,0.0657,1.13,1.51,5.75,0.0,57.751,1125.0,510.029
Kepler-1578 b,Kepler-1578,0.0252,1.04,1.12,5.47,0.0,1486.438,1700.0,1064.05
Kepler-1579 b,Kepler-1579,0.014,0.84,0.52,4.82,0.0,396.64,1139.0,466.0
Kepler-158 b,Kepler-158,0.111,2.12,5.14,2.96,0.0,13.634,500.0,315.177
Kepler-158 c,Kepler-158,0.158,1.9,4.27,3.42,0.0,6.677,418.0,315.177
Kepler-1580 b,Kepler-1580,0.33571,2.11,5.1,2.98,0.0,83.088,733.0,1002.02
Kepler-1581 b,Kepler-1581,0.06865,0.8,0.437,4.69,0.0,470.862,1108.0,493.175
Kepler-1582 b,Kepler-1582,0.0316,1.49,2.83,4.7,0.0,2.5,354.0,78.8906
Kepler-1583 b,Kepler-1583,0.08307,0.6,0.156,3.97,0.0,124.307,788.0,403.933
Kepler-1584 b,Kepler-1584,0.1168,1.61,3.22,4.24,0.0,162.544,886.0,1416.31
Kepler-1585 b,Kepler-1585,0.0445,1.79,3.86,3.7,0.0,182.941,1064.0,944.465
Kepler-1586 b,Kepler-1586,0.12208,1.52,2.92,4.57,0.0,105.771,1013.0,552.55
Kepler-1587 b,Kepler-1587,0.08747,1.33,2.33,5.44,0.0,254.701,981.0,1026.48
Kepler-1588 b,Kepler-1588,0.07419,0.76,0.363,4.54,0.0,359.79,925.0,924.141
Kepler-159 b,Kepler-159,0.082,2.38,6.26,2.55,0.0,33.463,447.0,373.744
Kepler-159 c,Kepler-159,0.218,3.41,11.5,1.59,0.0,4.791,275.0,373.744
Kepler-1590 b,Kepler-1590,0.07116,1.14,1.55,5.75,0.0,171.478,1020.0,771.152
Kepler-1591 b,Kepler-1591,0.0794,1.27,2.15,5.77,0.0,439.434,892.0,1419.58
Kepler-1592 b,Kepler-1592,0.04,1.54,2.99,4.5,0.0,1918.34,1202.0,1639.47
Kepler-1593 b,Kepler-1593,0.55494,3.17,10.2,1.76,0.0,0.889,260.0,638.249
Kepler-1594 b,Kepler-1594,0.0396,1.06,1.2,5.54,0.0,672.414,1360.0,976.868
Kepler-1595 b,Kepler-1595,0.051,1.23,2.04,6.02,0.0,185.568,980.0,845.022
Kepler-1596 b,Kepler-1596,0.3237,1.9,4.27,3.42,0.0,33.378,471.0,2146.23
Kepler-1597 b,Kepler-1597,0.04136,1.06,1.2,5.54,0.0,1431.311,1497.0,1221.05
Kepler-1598 b,Kepler-1598,0.05207,0.95,0.809,5.18,0.0,308.46,1236.0,619.862
Kepler-1599 b,Kepler-1599,0.4823,1.62,3.26,4.21,0.0,8.196,407.0,1328.2
Kepler-160 b,Kepler-160,0.05511,1.715,3.59,3.91,0.0,396.619,1134.0,937.013
Kepler-160 c,Kepler-160,0.1192,3.76,13.6,1.41,0.0,84.848,771.0,937.013
Kepler-1600 b,Kepler-1600,0.98141,3.13,9.96,1.78,0.0,0.4,209.0,1030.81
Kepler-1600 c,Kepler-1600,0.06961,1.94206512,4.43,3.32,0.0,84.7,786.0,1030.81
Kepler-1601 b,Kepler-1601,0.03281,0.82,0.477,4.75,0.0,999.752,1507.0,644.456
Kepler-1602 b,Kepler-1602,0.09744,1.34,2.36,5.39,0.0,124.507,1159.0,629.804
Kepler-1603 b,Kepler-1603,0.0351,1.29,2.21,5.66,0.0,1269.46,1522.0,2712.58
Kepler-1604 b,Kepler-1604,0.01406,1.41,2.57,5.04,0.0,1391.4,2023.0,541.189
Kepler-1605 b,Kepler-1605,0.36567,1.08,1.28,5.58,0.0,16.734,528.0,546.23
Kepler-1606 b,Kepler-1606,0.6421,2.07,4.94,3.06,0.0,1.29,324.0,831.287
Kepler-1607 b,Kepler-1607,0.11978,0.92,0.721,5.09,0.0,449.632,913.0,1286.1
Kepler-1608 b,Kepler-1608,0.1126,1.73,3.64,3.86,0.0,33.22,612.0,832.0
Kepler-1609 b,Kepler-1609,0.4679,2.22,5.56,2.79,0.0,12.975,429.0,1826.04
Kepler-161 b,Kepler-161,0.054,2.12,2.63,0.45,0.0,123.4,868.0,434.632
Kepler-161 c,Kepler-161,0.068,2.05,3.61,1.31,0.0,76.201,769.0,434.632
Kepler-1610 b,Kepler-1610,0.0777,1.61,3.22,4.24,0.0,56.212,750.0,864.331
Kepler-1610 c,Kepler-1610,0.2323,2.09,5.02,3.02,0.0,8.34,433.0,864.331
Kepler-1611 b,Kepler-1611,0.0586,0.81,0.457,4.73,0.0,146.22,1243.0,908.444
Kepler-1612 b,Kepler-1612,0.0482,1.03,1.08,5.43,0.0,269.248,1030.0,764.726
Kepler-1614 b,Kepler-1614,0.0471,1.49,2.83,4.7,0.0,276.373,981.0,1191.19
Kepler-1615 b,Kepler-1615,0.2788,2.06,4.9,3.08,0.0,31.171,658.0,1393.83
Kepler-1616 b,Kepler-1616,0.07318,1.02,1.04,5.39,0.0,724.861,1337.0,1137.81
Kepler-1617 b,Kepler-1617,0.17707,1.2,1.87,5.95,0.0,64.689,736.0,898.31
Kepler-1618 b,Kepler-1618,0.07109,1.26,2.13,5.85,0.0,903.908,1267.0,1229.25
Kepler-1619 b,Kepler-1619,0.15413,0.76,0.363,4.54,0.0,74.635,797.0,734.85
Kepler-162 b,Kepler-162,0.069,1.26,2.13,5.85,0.0,305.946,961.0,855.641
Kepler-162 c,Kepler-162,0.137,3.03,9.43,1.86,0.0,77.052,681.0,855.641
Kepler-1620 b,Kepler-1620,0.4322,1.61,3.22,4.24,0.0,7.92,428.0,895.069
Kepler-1621 b,Kepler-1621,0.4204,2.16,5.31,2.9,0.0,14.055,469.0,1631.66
Kepler-1622 b,Kepler-1622,0.10136,1.47,2.76,4.77,0.0,236.005,922.0,796.477
Kepler-1623 b,Kepler-1623,0.0518,1.31,2.27,5.55,0.0,243.08,1000.0,837.481
Kepler-1624 b,Kepler-1624,0.0327,5.7,27.6,0.819,0.0,6.01,540.0,258.979
Kepler-1625 b,Kepler-1625,0.87762,6.06,30.6,0.756,0.0,3.3,350.0,2310.11
Kepler-1626 b,Kepler-1626,0.0537,2.02,4.74,3.16,0.0,1328.654,1352.0,1368.83
Kepler-1627 b,Kepler-1627,0.0643,3.69,13.2,1.44,0.0,143.12,794.0,317.437
Kepler-1628 b,Kepler-1628,0.2952,6.43,33.8,0.699,0.0,0.79,240.0,352.0
Kepler-1629 b,Kepler-1629,0.0485,0.77,0.381,4.59,0.0,315.457,1081.0,336.09
Kepler-163 b,Kepler-163,0.078,1.05,1.16,5.51,0.0,115.612,906.0,689.814
Kepler-163 c,Kepler-163,0.152,2.26,5.73,2.73,0.0,30.238,648.0,689.814
Kepler-1630 b,Kepler-1630,1.1218,2.19,5.43,2.84,0.0,0.26,182.0,331.213
Kepler-1631 b,Kepler-1631,0.0511,1.35,2.39,5.34,0.0,446.918,1122.0,1305.99
Kepler-1632 b,Kepler-1632,0.6762,2.47,6.66,2.43,0.0,6.062,369.0,716.76
Kepler-1633 b,Kepler-1633,0.3875,1.58,3.12,4.35,0.0,26.258,925.0,1114.91
Kepler-1634 b,Kepler-1634,1.0525,3.19,10.3,1.74,0.0,0.544,282.0,617.339
Kepler-1635 b,Kepler-1635,1.12664,3.64,12.9,1.47,0.0,0.4,200.0,1069.45
Kepler-1636 b,Kepler-1636,1.12191,3.23,10.5,1.71,0.0,1.217,248.0,1947.54
Kepler-1637 b,Kepler-1637,0.0596,0.89,0.64,4.99,0.0,337.78,1093.0,567.187
Kepler-1638 b,Kepler-1638,0.745,1.87,4.16,3.5,0.0,2.76,304.0,1525.52
Kepler-1639 b,Kepler-1639,0.0932,2.58,7.18,2.3,0.0,187.848,1003.0,1031.31
Kepler-164 b,Kepler-164,0.058,1.41,2.57,5.04,0.0,370.922,1141.0,890.758
Kepler-164 c,Kepler-164,0.097,2.73,7.9,2.13,0.0,131.487,881.0,890.758
Kepler-164 d,Kepler-164,0.187,2.45,6.57,2.45,0.0,35.89,637.0,890.758
Kepler-164 e,Kepler-164,0.4025,4.24,16.7,1.2,0.0,7.99,429.0,890.758
Kepler-1640 b,Kepler-1640,0.0836,4.82,20.7,1.02,0.0,537.4,1228.0,1859.78
Kepler-1641 b,Kepler-1641,0.1473,3.11,9.85,1.8,0.0,82.828,908.0,860.37
Kepler-1641 c,Kepler-1641,0.2065,2.95,9.01,1.93,0.0,42.145,767.0,860.37
Kepler-1642 b,Kepler-1642,0.1016,3.2,10.3,1.73,0.0,39.915,895.0,413.873
Kepler-1642 c,Kepler-1642,0.0678,2.66,7.56,2.21,0.0,89.632,1095.0,413.873
Kepler-1643 b,Kepler-1643,0.0531,2.32,5.99,2.64,0.0,137.753,799.0,341.774
Kepler-1644 b,Kepler-1644,0.142,1.88,4.19,3.47,0.0,31.86,606.0,629.27
Kepler-1645 b,Kepler-1645,0.1285,1.78,3.82,3.72,0.0,138.538,754.0,1202.47
Kepler-1646 b,Kepler-1646,0.0295,1.23,2.04,6.02,0.0,4.2,365.0,127.591
Kepler-1649 b,Kepler-1649,0.0514,1.017,1.03,5.38,0.0,2.208,307.0,92.1913
Kepler-1649 c,Kepler-1649,0.0649,1.06,1.2,5.54,0.0,0.75,234.0,92.1913
Kepler-165 b,Kepler-165,0.072,2.32,5.99,2.64,0.0,59.799,716.0,560.885
Kepler-165 c,Kepler-165,0.11,2.23,5.6,2.77,0.0,25.931,581.0,560.885
Kepler-1650 b,Kepler-1650,0.0167,0.96,0.84,5.22,0.01,54.562,602.0,134.397
Kepler-1651 b,Kepler-1651,0.0692,1.84,4.04,3.56,0.13,5.65,393.0,66.4074
Kepler-1652 b,Kepler-1652,0.1654,1.6,3.19,4.28,0.0,0.81,268.0,252.0
Kepler-1653 b,Kepler-1653,0.4706,2.17,5.35,2.88,0.0,0.98,284.0,755.0
Kepler-1655 b,Kepler-1655,0.1029,2.213,5.4,2.72,0.19,129.1,938.0,213.26
Kepler-1656 b,Kepler-1656,0.1974,4.574,47.8,2.13,0.838,24.6,651.0,185.875
Kepler-166 b,Kepler-166,0.072,2.27,5.77,2.71,0.0,77.543,772.0,603.53
Kepler-166 c,Kepler-166,0.195,2.38,6.26,2.55,0.0,10.507,468.0,603.53
Kepler-166 d,Kepler-166,0.02449,1.73,3.64,3.86,0.0,651.409,1313.0,603.53
Kepler-1661 b,Kepler-1661,0.633,3.87,17.0,1.6,0.057,0.88,243.0,410.607
Kepler-1663 b,Kepler-1663,0.1072,3.30395896,10.9,1.66,0.0,4.07,362.0,337.926
Kepler-1664 b,Kepler-1664,0.1137,3.03320653,9.45,1.86,0.0,85.46,776.0,626.691
Kepler-1665 b,Kepler-1665,0.096,2.83910787,8.44,2.03,0.0,40.4,906.0,335.515
Kepler-1666 b,Kepler-1666,0.1761,2.88273782,8.66,1.99,0.0,48.23,672.0,1379.37
Kepler-1666 c,Kepler-1666,0.2383,3.23564749,10.5,1.7,0.0,26.34,578.0,1379.37
Kepler-1667 b,Kepler-1667,0.35905,2.98385261,9.19,1.9,0.0,9.3,655.0,626.819
Kepler-1668 b,Kepler-1668,0.124,4.34764405,17.4,1.16,0.0,63.79,721.0,1335.64
Kepler-1669 b,Kepler-1669,0.0745,2.78043818,8.15,2.08,0.0,18.66,530.0,543.444
Kepler-1669 c,Kepler-1669,0.0228,1.90120972,4.27,3.41,0.0,199.28,958.0,543.444
Kepler-1669 d,Kepler-1669,0.0468,1.22,1.98,5.99,0.0,47.3,669.0,543.444
Kepler-167 b,Kepler-167,0.04825,1.718,3.6,3.9,0.0,122.502,918.0,341.908
Kepler-167 c,Kepler-167,0.0684,1.674,3.44,4.03,0.0,61.175,771.0,341.908
Kepler-167 d,Kepler-167,0.1404,1.238,2.06,5.97,0.0,14.489,538.0,341.908
Kepler-1670 b,Kepler-1670,0.1528,3.3564801,11.2,1.63,0.0,67.67,731.0,2065.98
Kepler-1671 b,Kepler-1671,0.04946,1.32557381,2.32,5.47,0.0,205.0,962.0,357.059
Kepler-1672 b,Kepler-1672,0.55374,2.97022762,9.11,1.91,0.0,4.4,423.0,391.181
Kepler-1673 b,Kepler-1673,0.21363,2.9355194,8.93,1.94,0.0,30.5,611.0,727.187
Kepler-1674 b,Kepler-1674,0.3017,3.2057749,10.4,1.73,0.0,7.13,417.0,1012.48
Kepler-1675 b,Kepler-1675,0.32185,3.12483349,9.93,1.79,0.0,11.8,465.0,651.117
Kepler-1677 b,Kepler-1677,0.1599,2.70216183,7.76,2.16,0.0,59.4,712.0,735.369
Kepler-1678 b,Kepler-1678,0.5302,3.30422249,10.9,1.66,0.0,2.78,329.0,847.339
Kepler-1679 b,Kepler-1679,0.0892,2.0692036,4.93,3.06,0.0,103.3,813.0,909.28
Kepler-168 b,Kepler-168,0.056,1.46,2.73,4.82,0.0,725.064,1240.0,1343.6
Kepler-168 c,Kepler-168,0.116,2.69,7.7,2.17,0.0,169.002,862.0,1343.6
Kepler-1680 b,Kepler-1680,0.07642,1.35954736,2.42,5.29,0.0,49.0,771.0,310.315
Kepler-1681 b,Kepler-1681,0.32,2.55321772,7.05,2.33,0.0,5.33,442.0,758.3
Kepler-1682 b,Kepler-1682,0.1134,2.88940836,8.7,1.98,0.0,54.74,694.0,1159.85
Kepler-1683 b,Kepler-1683,0.1182,1.87477762,4.17,3.48,0.0,47.32,669.0,733.143
